first,last,suffix,pos,dob,col,id_armchair,id_nfl_old,id_ffcalc,id_underdog,id_gsis,id_esd,id_nfl_new
adrien,robinson,NA,TE,09/23/1988,Cincinnati,AR-1160,2534752,NA,NA,00-0029281,ROB365754,32013030-2d30-3032-3932-3831357eb6cf
aldrick,robinson,NA,WR,09/24/1988,SMU,AR-1200,2495331,NA,NA,00-0028116,ROB365875,32013030-2d30-3032-3831-3136ccfa779f
allen,robinson,NA,WR,08/24/1993,Penn State,AR-1250,2543509,2130,a22b2aa0-2bbf-41f3-9a90-b5d195fa5af7,00-0031428,ROB365982,32013030-2d30-3033-3134-3238120ea790
aaron,rodgers,NA,QB,12/02/1983,California,AR-1300,2506363,1004,04369619-ae1c-4d19-a537-225cc313d398,00-0023459,ROD339293,NA
alonzo,russell,NA,WR,09/29/1992,Toledo,AR-2050,2556672,NA,NA,00-0032550,RUS329543,NA
ace,sanders,NA,WR,11/11/1991,South Carolina,AS-0150,2540267,NA,NA,00-0030550,SAN498310,32013030-2d30-3033-3035-353095e6d7a9
aj,schable,NA,RB,05/18/1984,South Dakota,AS-0200,NA,NA,NA,NA,NA,NA
adam,schiltz,NA,TE,06/27/1990,Emporia State,AS-0250,2542159,NA,NA,00-0030510,SCH181903,NA
artavis,scott,NA,WR,12/12/1994,Clemson,AS-0475,2559246,NA,NA,00-0033706,SCO087670,NA
austin,seferian-jenkins,NA,TE,09/29/1992,Washington,AS-0550,2543683,2119,NA,00-0031418,SEF177981,32013030-2d30-3033-3134-313884d0f888
adam,shaheen,NA,TE,10/24/1993,Ashland,AS-0775,2558144,NA,342b0fe3-7889-49ea-bca5-ed884724291f,00-0033896,SHA093706,32013030-2d30-3033-3338-3936ae111eec
aaron,shea,NA,TE,12/05/1976,Michigan,AS-0800,2504186,NA,NA,NA,NA,NA
anthony,sherman,NA,RB,12/11/1988,Connecticut,AS-0900,2495340,NA,82c8af74-779b-49fb-ba5e-9055f50b6119,00-0028074,SHE644991,32013030-2d30-3032-3830-3734a4e598e7
alex,silvestro,NA,TE,11/15/1988,Rutgers,AS-0960,NA,NA,NA,NA,NA,NA
akili,smith,NA,QB,08/21/1975,Oregon,AS-1400,2502995,NA,NA,NA,NA,NA
alex,smith,NA,QB,05/07/1984,Utah,AS-1600,2506340,1076,aeff41d9-1e90-433a-9036-cbe6487e2b66,00-0023436,SMI031126,32013030-2d30-3032-3334-3336b638d37d
alex,smith,NA,TE,05/22/1982,Stanford,AS-1700,2506410,1076,aeff41d9-1e90-433a-9036-cbe6487e2b66,00-0023506,SMI029398,32013030-2d30-3032-3335-3036f327363a
alfonso,smith,NA,RB,01/23/1987,Eastern Kentucky,AS-1800,2507897,NA,NA,00-0027346,SMI031319,32013030-2d30-3032-3733-3436badbf2c2
andre,smith,NA,TE,09/26/1988,Virginia Tech,AS-2100,2530545,NA,NA,00-0028353,SMI038086,NA
antone,smith,NA,RB,09/17/1985,Florida State,AS-2300,89798,NA,NA,00-0026855,SMI040756,32013030-2d30-3032-3638-35357b8852e7
antowain,smith,NA,RB,03/14/1972,Houston,AS-2500,2502997,NA,NA,NA,NA,NA
armond,smith,NA,RB,05/07/1986,Hutchinson,AS-2600,2531089,NA,NA,00-0028706,SMI000007,NA
alstevis,squirewell,NA,RB,09/17/1992,Newberry,AS-3325,2556776,NA,NA,00-0032845,SQU311361,NA
allenzae,staggers,NA,WR,NA,Southern Mississippi,AS-3337,2561707,NA,NA,00-0034891,STA146372,NA
aaron,stecker,NA,RB,11/13/1975,Western Illinois,AS-3400,2503119,NA,NA,NA,NA,NA
ardarius,stewart,NA,WR,12/08/1993,Alabama,AS-3550,2558150,NA,NA,00-0033916,STE738995,32013030-2d30-3033-3339-313666ca8a85
andrew,szczerba,NA,TE,07/16/1988,Penn State,AS-3800,2535870,NA,NA,00-0029015,SZC428041,NA
andy,tanner,NA,WR,05/16/1988,Midwestern State,AT-0130,2508031,NA,NA,00-0027616,TAN392788,NA
alex,tanney,NA,QB,11/11/1987,Monmouth,AT-0160,2534870,NA,95087d4c-308c-427f-9366-1536d83d2f6e,00-0029623,TAN743421,32013030-2d30-3032-3936-323398b6352b
auden,tate,NA,WR,02/03/1997,Florida State,AT-0247,2560890,NA,5c487e2a-e3ff-441c-9110-ffe2ea55214f,00-0034686,TAT130154,32013030-2d30-3033-3436-383645ac5a80
adam,thielen,NA,WR,08/22/1990,Minnesota State,AT-0350,2541785,2431,7041d03f-b76a-4da9-a402-1eeda4ac81f0,00-0030035,THI510348,32013030-2d30-3033-3030-3335960ad201
anthony,thomas,NA,RB,11/07/1977,Michigan,AT-0500,2504657,NA,NA,NA,NA,NA
andy,thorn,NA,TE,02/04/1982,Iowa,AT-0600,2506200,NA,NA,NA,NA,NA
andrae,thurman,NA,WR,10/25/1980,Southern Oregon,AT-0700,2505868,NA,NA,NA,NA,NA
amani,toomer,NA,WR,09/08/1974,Michigan,AT-0900,2503377,NA,NA,NA,NA,NA
alek,torgersen,NA,QB,01/13/1995,Pennsylvania,AT-0950,2559125,NA,NA,00-0033238,TOR343212,NA
abou,toure,NA,RB,02/24/1991,Tennessee-Martin,AT-1025,2553853,NA,NA,00-0031965,TOU383726,NA
austin,trainor,NA,QB,07/10/1991,West Georgia,AT-1062,2557631,NA,NA,NA,TRA216728,NA
austin,traylor,NA,TE,09/03/1993,Wisconsin,AT-1075,2556900,NA,NA,00-0033043,TRA553355,32013030-2d30-3033-3330-3433802393a7
andrew,turzilli,NA,WR,10/13/1991,Rutgers,AT-1300,2553829,NA,NA,00-0032045,TUR828576,32013030-2d30-3033-3230-3435ecb9e625
alex,van dyke,NA,WR,07/24/1974,Nevada,AV-0100,2503446,NA,NA,NA,NA,NA
alex,van pelt,NA,QB,05/01/1970,Pittsburgh,AV-0200,2503454,NA,NA,NA,NA,NA
andrew,vollert,NA,TE,03/15/1995,Weber State,AV-0500,2561284,NA,NA,00-0034491,VOL348357,NA
akrum,wadley,NA,RB,03/13/1995,Iowa,AW-0050,2560912,NA,NA,00-0034670,WAD768286,NA
aaron,walker,NA,TE,03/14/1980,Florida,AW-0200,2505567,NA,NA,NA,NA,NA
andrew,walter,NA,QB,05/11/1982,Arizona State,AW-0400,2506408,NA,NA,NA,NA,NA
austin,walter,NA,RB,08/17/1996,Rice,AW-0450,2563138,NA,NA,00-0035187,WAL636883,NA
acacedric,ware,NA,RB,NA,USC,AW-0525,2563346,NA,NA,00-0035716,WAR322176,NA
adam,weber,NA,QB,08/03/1987,Minnesota,AW-0830,2530553,NA,NA,00-0028230,WEB403283,NA
alex,wesley,NA,WR,10/27/1995,Northern Colorado,AW-0865,2562778,NA,NA,00-0035018,WES028713,NA
antoine,wesley,NA,WR,10/22/1997,Texas Tech,AW-0882,2562779,NA,NA,00-0035126,WES029740,NA
austin,wheatley,NA,TE,11/16/1977,Iowa,AW-0900,2504206,NA,NA,NA,NA,NA
alvis,whitted,NA,WR,09/04/1974,North Carolina State,AW-1000,2503634,NA,NA,NA,NA,NA
andre,williams,NA,RB,08/28/1992,Boston College,AW-1350,2543565,2147,NA,00-0031055,WIL142264,32013030-2d30-3033-3130-35358089ad5b
arthur,williams,NA,WR,11/06/1991,Maine,AW-1425,2554353,NA,NA,NA,WIL144587,NA
austin,willis,NA,WR,04/13/1992,Emporia State,AW-1475,2553858,NA,NA,00-0032018,WIL596927,NA
albert,wilson,NA,WR,07/12/1992,Georgia State,AW-1650,2550272,NA,720eae77-7573-42a6-b7ec-38cd55b28337,00-0030669,WIL648299,32013030-2d30-3033-3036-3639cab4fa4f
austin,wolf,NA,WR,10/12/1994,Akron,AW-1875,2561703,NA,NA,00-0034889,WOL102282,NA
anthony,wright,NA,QB,02/14/1976,South Carolina,AW-2100,2503813,NA,NA,NA,NA,NA
albert,young,NA,RB,02/25/1985,Iowa,AY-0200,2507378,NA,NA,00-0025955,YOU052455,00-0025955
adam,zaruba,NA,TE,03/31/1991,Simon Fraser,AZ-0025,2559434,NA,NA,00-0034000,ZAR542472,NA
amos,zereoue,NA,RB,10/08/1976,West Virginia,AZ-0100,2503858,NA,NA,NA,NA,NA
bralon,addison,NA,WR,10/12/1993,Oregon,BA-0125,2556457,NA,NA,00-0032482,ADD481098,32013030-2d30-3033-3234-3832650ffcd2
brandon,allen,NA,QB,09/05/1992,Arkansas,BA-0375,2555365,NA,0438ace4-d0c5-49ed-a5a1-689377c566a1,00-0032434,ALL063816,32013030-2d30-3033-3234-33349fe923c0
brian,allen,NA,RB,04/20/1980,Stanford,BA-0500,2505178,NA,NA,NA,NA,NA
bruce,anderson,NA,RB,06/20/1997,North Dakota State,BA-0750,2562402,NA,NA,NA,AND113318,NA
blake,annen,NA,TE,05/28/1991,Cincinnati,BA-0862,2550278,NA,NA,00-0030707,ANN355964,NA
bj,askew,NA,RB,08/19/1980,Michigan,BA-1200,NA,NA,NA,NA,NA,NA
billy,baber,NA,TE,01/17/1979,Virginia,BB-0100,2504548,NA,NA,NA,NA,NA
billy,bajema,NA,TE,10/31/1982,Oklahoma State,BB-0500,2506578,NA,NA,00-0023679,BAJ177981,32013030-2d30-3032-3336-3739490101c5
brandon,banks,NA,WR,12/21/1987,Kansas State,BB-0600,497266,NA,NA,00-0027618,BAN413790,32013030-2d30-3032-3736-31382576d40e
brad,banta,NA,TE,12/14/1970,USC,BB-0700,2499524,NA,NA,NA,NA,NA
brandon,barden,NA,TE,03/15/1989,Vanderbilt,BB-0750,2535503,NA,NA,00-0028961,BAR114932,NA
brandon,barnes,NA,TE,05/31/1994,Alabama State,BB-1025,2559137,NA,NA,00-0033745,BAR253963,NA
brett,basanez,NA,QB,05/11/1983,Northwestern,BB-1200,2495803,NA,NA,00-0023859,BAS024428,NA
baron,batch,NA,RB,12/21/1987,Texas Tech,BB-1300,2499274,NA,NA,00-0028170,BAT027161,32013030-2d30-3032-3831-3730233fa4ea
blake,bell,NA,TE,08/07/1991,Oklahoma,BB-1550,2552478,NA,b61ff4da-3da3-4f24-845c-21995d8b7179,00-0032062,BEL227990,32013030-2d30-3033-3230-363253752b55
brandon,bennett,NA,RB,02/03/1973,South Carolina,BB-1700,2499620,NA,NA,NA,NA,NA
bryan,bennett,NA,QB,03/06/1992,Southeastern Louisiana,BB-1725,2552643,NA,NA,00-0031513,BEN267918,NA
brock,berlin,NA,QB,07/04/1981,Miami (FL),BB-1800,2506214,NA,NA,NA,NA,NA
bernard,berrian,NA,WR,12/27/1980,Fresno State,BB-1900,2506000,85,NA,00-0022807,BER454540,32013030-2d30-3032-3238-303719bd9ab7
braxton,berrios,NA,WR,10/06/1995,Miami (FL),BB-1950,2560975,NA,447683e5-f346-4932-8cb5-8c9242670dcd,00-0034419,BER456050,32013030-2d30-3033-3434-313937f15353
brenton,bersin,NA,WR,05/09/1990,Wofford,BB-2050,2535966,NA,NA,00-0029394,BER717297,32013030-2d30-3032-3933-3934289b1112
bryce,bobo,NA,WR,06/21/1995,Colorado,BB-2228,2560044,NA,NA,00-0034878,BOB534597,NA
brandon,bolden,NA,RB,01/26/1990,Mississippi,BB-2250,2532797,NA,eed0b947-f528-4249-9176-7f702045e911,00-0029239,BOL167697,32013030-2d30-3032-3932-33396eead64f
brock,bolen,NA,RB,03/24/1985,Louisville,BB-2300,2507610,NA,NA,00-0026607,BOL325308,32013030-2d30-3032-3636-3037ef25c011
brooks,bollinger,NA,QB,11/15/1979,Wisconsin,BB-2400,2505538,NA,NA,NA,NA,NA
blake,bortles,NA,QB,04/28/1992,Central Florida,BB-2425,2543477,2110,NA,00-0031407,BOR650964,32013030-2d30-3033-3134-30371c5cfd02
brandon,bostick,NA,TE,05/03/1989,Newberry,BB-2450,2536342,NA,NA,00-0029601,BOS614141,32013030-2d30-3032-3936-303197d9eee9
braedon,bowman,NA,TE,01/30/1994,South Alabama,BB-2475,2556476,NA,NA,00-0032515,BOW470222,32013030-2d30-3033-3235-313591690879
brett,brackett,NA,TE,12/13/1987,Penn State,BB-2560,2530754,NA,NA,00-0028451,BRA068131,NA
ben,braunecker,NA,TE,02/07/1994,Harvard,BB-2712,2556478,NA,13e6486a-1a42-4df1-bc15-a29f0f57234f,00-0032661,BRA692421,32013030-2d30-3033-3236-3631bfebac03
bubby,brister,NA,QB,08/15/1962,Louisiana-Monroe,BB-2800,2499789,NA,NA,NA,NA,NA
brian,brohm,NA,QB,09/23/1985,Louisville,BB-3000,198,NA,NA,00-0026196,BRO095850,00-0026196
billy,brown,NA,WR,03/20/1993,Shepherd,BB-3285,2559147,NA,NA,00-0033735,BRO269169,NA
bobby,brown,NA,WR,03/26/1977,Notre Dame,BB-3300,2503934,NA,NA,NA,NA,NA
brian,brown,NA,WR,10/22/1994,Richmond,BB-3335,2559148,NA,NA,00-0033655,BRO276447,NA
bryce,brown,NA,RB,05/14/1991,Kansas State,BB-3350,2534796,1954,NA,00-0029429,BRO279039,32013030-2d30-3032-3934-323998138d4a
brandon,brown-dukes,NA,RB,04/29/1992,Mercyhurst,BB-3375,2556726,NA,NA,00-0032831,BRO778167,NA
benson,browne,NA,TE,09/29/1992,North Carolina State,BB-3387,2557035,NA,NA,00-0033101,BRO778637,NA
brandon,burks,NA,RB,11/01/1993,Troy,BB-3850,2556728,NA,NA,00-0032844,BUR269626,32013030-2d30-3033-3238-3434b0537c19
brian,burt,NA,WR,NA,Fresno State,BB-3893,NA,NA,NA,NA,NA,NA
brice,butler,NA,WR,01/29/1990,San Diego State,BB-4100,2541388,NA,NA,00-0030516,BUT116760,32013030-2d30-3033-3035-3136ffd39661
brian,calhoun,NA,RB,05/08/1984,Wisconsin,BC-0100,2495817,NA,NA,NA,NA,NA
brandon,carswell,NA,WR,05/22/1989,USC,BC-0550,2533341,NA,NA,00-0029120,CAR602921,NA
brent,celek,NA,TE,01/25/1985,Cincinnati,BC-0700,2507218,189,NA,00-0025549,CEL251361,32013030-2d30-3032-3535-3439b1c63445
byron,chamberlain,NA,WR,10/17/1971,Wayne State,BC-0800,2500044,NA,NA,NA,NA,NA
bralon,cherry,NA,WR,NA,North Carolina State,BC-0875,2559322,NA,NA,00-0033801,CHE311530,NA
brandon,childress,NA,WR,03/31/1982,Ohio State,BC-0900,2506590,NA,NA,NA,NA,NA
bob,christian,NA,RB,11/14/1968,Northwestern,BC-1100,NA,NA,NA,NA,NA,NA
brad,cieslak,NA,TE,07/01/1982,Northern Illinois,BC-1300,2506267,NA,NA,NA,NA,NA
brian,clark,NA,WR,12/26/1983,North Carolina State,BC-1400,2506638,NA,NA,00-0023790,CLA193918,00-0023790
ben,coates,NA,TE,08/16/1969,Livingstone,BC-1600,2500114,NA,NA,NA,NA,NA
bj,coleman,NA,QB,09/16/1988,Chattanooga,BC-1750,2532815,NA,NA,00-0029219,COL222383,NA
brandon,coleman,NA,WR,06/22/1992,Rutgers,BC-1850,2550328,2198,NA,00-0030801,COL222062,32013030-2d30-3033-3038-3031a8c04f27
bobby,collins,NA,TE,08/20/1976,North Alabama,BC-1900,2500144,NA,NA,NA,NA,NA
brandin,cooks,NA,WR,09/25/1993,Oregon State,BC-2325,2543498,2114,c480bebf-dc56-4e15-8c0c-2551c026b2bc,00-0031236,COO299382,32013030-2d30-3033-3132-333658a3c4ba
brad,cottam,NA,TE,11/28/1984,Tennessee,BC-2500,1972,NA,NA,00-0026216,COT199521,NA
brandon,cottom,NA,RB,12/21/1992,Purdue,BC-2550,2553902,NA,NA,00-0032095,COT225171,NA
brodie,croyle,NA,QB,02/06/1983,Alabama,BC-2800,2495823,NA,NA,00-0024300,CRO809080,00-0024300
bj,cunningham,NA,WR,05/29/1989,Michigan State,BC-3050,2532824,NA,NA,00-0029564,CUN118244,NA
benny,cunningham,NA,RB,07/07/1990,Middle Tennessee,BC-3070,2541544,2238,NA,00-0029795,CUN106619,32013030-2d30-3032-3937-3935b80c59ab
bj,daniels,NA,WR,10/24/1989,South Florida,BD-0150,2541429,NA,NA,00-0030120,DAN454194,32013030-2d30-3033-3031-323055b48145
billy,davis,NA,WR,07/06/1972,Pittsburgh,BD-0200,2500305,NA,NA,NA,NA,NA
britt,davis,NA,WR,04/23/1986,Northern Illinois,BD-0300,2507633,NA,NA,00-0026650,DAV183309,NA
braxton,deaver,NA,TE,05/08/1992,Duke,BD-0925,2556876,NA,NA,00-0033032,DEA758547,NA
brandon,dillon,NA,TE,04/30/1997,Marian,BD-0937,2562984,NA,NA,00-0035102,DIL254712,NA
brandon,doughty,NA,QB,10/06/1991,Western Kentucky,BD-1025,2555302,NA,NA,00-0032446,DOU162535,NA
biren,ealy,NA,WR,07/07/1984,Houston,BE-0100,2507036,NA,NA,NA,NA,NA
ben,edwards,NA,WR,04/11/1992,Richmond,BE-0150,2553878,NA,NA,00-0032001,EDW114134,32013030-2d30-3033-3230-30314bbad7a0
braylon,edwards,NA,WR,02/21/1983,Michigan,BE-0200,2506342,333,NA,00-0023438,EDW127548,32013030-2d30-3032-3334-333873e1f2db
brody,eldridge,NA,TE,03/31/1987,Oklahoma,BE-0300,497228,NA,NA,00-0027761,ELD553860,32013030-2d30-3032-3737-3631fece3114
bruce,ellington,NA,WR,08/22/1991,South Carolina,BE-0350,2543646,NA,NA,00-0031326,ELL164961,32013030-2d30-3033-3133-3236bf39c2f7
bert,emanuel,NA,WR,10/26/1970,Rice,BE-0500,2500548,NA,NA,NA,NA,NA
bobby,engram,NA,WR,01/07/1973,Penn State,BE-0600,2500556,NA,NA,00-0004915,ENG735656,NA
brisly,estime,NA,WR,NA,Syracuse,BE-0625,2558939,NA,NA,00-0033454,EST632753,NA
bradie,ewing,NA,RB,12/26/1989,Wisconsin,BE-0650,2533347,NA,NA,00-0029420,EWI444955,32013030-2d30-3032-3934-3230fb75d208
brett,favre,NA,QB,10/10/1969,Southern Mississippi,BF-0100,2500606,357,NA,00-0005106,FAV540222,00-0005106
brian,finneran,NA,WR,01/31/1976,Villanova,BF-0400,2500634,NA,NA,00-0005231,FIN583520,00-0005231
bryan,fletcher,NA,TE,03/23/1979,UCLA,BF-0700,2505183,NA,NA,NA,NA,NA
brock,forsey,NA,RB,02/11/1980,Boise State,BF-0900,2505458,NA,NA,NA,NA,NA
bennie,fowler,NA,WR,06/10/1991,Michigan State,BF-0950,2550198,NA,NA,00-0030670,FOW140514,32013030-2d30-3033-3036-3730ff2e6fbd
bubba,franks,NA,TE,01/06/1978,Miami (FL),BF-1100,2504255,NA,NA,NA,NA,NA
blaine,gabbert,NA,QB,10/15/1989,Missouri,BG-0100,2495441,NA,47301314-999f-4db3-8049-f5cd0b8541d7,00-0027948,GAB221145,32013030-2d30-3032-3739-34386d7e96d3
beau,gardner,NA,TE,12/27/1989,Northern Arizona,BG-0212,2553524,NA,NA,00-0031671,GAR154515,NA
benjamin,gay,NA,RB,02/28/1980,Baylor,BG-0300,2504669,NA,NA,NA,NA,NA
brandon,gibson,NA,WR,08/13/1987,Washington State,BG-0600,81288,NA,NA,00-0026937,GIB479862,32013030-2d30-3032-3639-3337e550df46
bryan,gilmore,NA,WR,07/21/1978,Midwestern State,BG-0700,2504045,NA,NA,NA,NA,NA
brittan,golden,NA,WR,07/20/1988,West Texas A&M,BG-0750,2535988,NA,NA,00-0029336,GOL049597,32013030-2d30-3032-3933-33365938b3e3
bruce,gradkowski,NA,QB,01/27/1983,Toledo,BG-1000,2495838,NA,NA,00-0024408,GRA068015,32013030-2d30-3032-3434-3038f524922d
benjarvus,green-ellis,NA,RB,07/02/1985,Mississippi,BG-1800,929,1715,NA,00-0025860,GRE532094,32013030-2d30-3032-3538-3630d961ca12
brian,griese,NA,QB,03/18/1975,Michigan,BG-1900,2500919,NA,NA,NA,NA,NA
ben,guidugli,NA,TE,10/22/1987,Cincinnati,BG-2300,2530843,NA,NA,00-0028389,GUI244058,NA
bruce,hall,NA,RB,03/18/1985,Mississippi,BH-0100,2507365,NA,NA,00-0025917,HAL189956,NA
brian,hartline,NA,WR,11/22/1986,Ohio State,BH-0800,81831,1696,NA,00-0027077,HAR725593,32013030-2d30-3032-3730-373793caffd8
ben,hartsock,NA,TE,07/05/1980,Ohio State,BH-1000,2506037,NA,NA,00-0022847,HAR749797,32013030-2d30-3032-3238-3437425d48a6
braylon,heard,NA,RB,10/11/1991,Kentucky,BH-1102,2552625,NA,NA,00-0032305,HEA311945,NA
brad,herman,NA,TE,12/29/1989,Iowa,BH-1150,2535894,NA,NA,00-0029242,HER139764,NA
brian,hill,NA,RB,11/09/1995,Wyoming,BH-1225,2558112,NA,cc65123d-e219-43fa-9abe-a7571b09ba0c,00-0033567,HIL101853,32013030-2d30-3033-3335-36379c914315
bronson,hill,NA,RB,01/02/1993,Eastern Michigan,BH-1250,2554357,NA,NA,00-0032298,HIL102508,32013030-2d30-3033-3232-39383b23dc09
bucky,hodges,NA,TE,08/08/1995,Virginia Tech,BH-1275,NA,NA,NA,NA,NA,NA
brad,hoover,NA,RB,11/11/1976,Western Carolina,BH-1500,2503969,NA,NA,NA,NA,NA
bart,houston,NA,QB,12/16/1992,Wisconsin,BH-1650,2559370,NA,NA,00-0033866,HOU410038,NA
bug,howard,NA,WR,11/28/1994,North Carolina,BH-1850,2558889,NA,NA,00-0033261,HOW229668,NA
brian,hoyer,NA,QB,10/13/1985,Michigan State,BH-1900,81294,NA,66d9b5fa-64fe-4752-8e46-53fd28b8801b,00-0026625,HOY440791,32013030-2d30-3032-3636-3235a601d8e5
bobby,hoying,NA,QB,09/20/1972,Ohio State,BH-2000,2501256,NA,NA,NA,NA,NA
brock,huard,NA,QB,04/15/1976,Washington,BH-2100,2501257,NA,NA,NA,NA,NA
brett,hundley,NA,QB,06/15/1993,UCLA,BH-2300,2552588,NA,5959efaa-ba83-4e25-b194-934f32d46298,00-0031589,HUN005842,32013030-2d30-3033-3135-3839c2d37962
blake,jackson,NA,WR,03/07/1994,Mary Hardin-Baylor,BJ-0175,2561667,NA,NA,00-0034864,JAC049917,NA
brandon,jackson,NA,RB,10/02/1985,Nebraska,BJ-0300,2507179,NA,NA,00-0025450,JAC055578,32013030-2d30-3032-3534-353011db9ba6
brandon,jacobs,NA,RB,07/06/1982,Southern Illinois,BJ-0600,2506448,588,NA,00-0023545,JAC705688,32013030-2d30-3032-3335-3435e5f50fe8
brandon,james,NA,WR,12/21/1987,Florida,BJ-0800,497296,NA,NA,00-0027470,JAM112028,00-0027470
blake,jarwin,NA,TE,07/16/1994,Oklahoma State,BJ-0950,2559193,2643,ac862652-a627-4de4-b54e-f4953f2ea26b,00-0033658,JAR747520,32013030-2d30-3033-3336-353875921c11
brian,jennings,NA,TE,10/14/1976,Arizona State,BJ-1200,2504173,NA,NA,NA,NA,NA
bj,johnson,NA,WR,02/22/1993,Georgia Southern,BJ-1275,2559073,NA,NA,00-0033496,JOH069697,NA
ben,johnson,NA,TE,07/28/1994,Kansas,BJ-1287,2561352,NA,NA,00-0034557,JOH066327,NA
bethel,johnson,NA,WR,02/11/1979,Texas A&M,BJ-1300,2505505,NA,NA,NA,NA,NA
brad,johnson,NA,QB,09/13/1968,Florida State,BJ-1400,2501411,NA,NA,NA,NA,NA
brandon,johnson,NA,RB,NA,Penn State,BJ-1550,NA,NA,NA,NA,NA,NA
bryan,johnson,NA,RB,01/18/1978,Boise State,BJ-1700,2503996,NA,NA,NA,NA,NA
bryant,johnson,NA,WR,03/07/1981,Penn State,BJ-1800,2505656,NA,NA,00-0022156,JOH086211,32013030-2d30-3032-3231-353660e7c565
brandon,jones,NA,WR,10/06/1982,Oklahoma,BJ-2200,2506435,NA,NA,00-0023531,JON102982,NA
brian,jones,NA,TE,08/23/1981,Louisiana-Lafayette,BJ-2300,2505702,NA,NA,NA,NA,NA
bennie,joppru,NA,TE,01/05/1980,Michigan,BJ-2400,2505585,NA,NA,NA,NA,NA
brad,kaaya,NA,QB,09/03/1995,Miami (FL),BK-0050,2558016,NA,NA,00-0033585,KAA771256,NA
brian,kinchen,NA,TE,08/06/1965,LSU,BK-0800,2501612,NA,NA,NA,NA,NA
ben,koyack,NA,TE,04/09/1993,Notre Dame,BK-1050,2552396,NA,d0dca5e6-749c-456f-a651-65f4325624bc,00-0032139,KOY563976,32013030-2d30-3033-3231-3339732fb8f5
brian,kozlowski,NA,TE,10/04/1970,Connecticut,BK-1100,2501653,NA,NA,NA,NA,NA
brandon,lafell,NA,WR,11/04/1986,LSU,BL-0100,497302,1733,NA,00-0027681,LAF184731,32013030-2d30-3032-3736-38313a4cc13f
billy,latsko,NA,RB,02/16/1984,Florida,BL-0400,2507075,NA,NA,00-0024659,LAT612631,NA
byron,leftwich,NA,QB,01/14/1980,Marshall,BL-0600,2505673,NA,NA,00-0022177,LEF677964,32013030-2d30-3032-3231-3737dee12508
brian,leonard,NA,RB,02/03/1984,Rutgers,BL-0900,2495660,NA,NA,00-0025439,LEO380682,32013030-2d30-3032-3534-3339af7dd1ca
brian,leonhardt,NA,TE,04/02/1990,Bemidji State,BL-0950,2541512,NA,NA,00-0029755,LEO713846,32013030-2d30-3032-3937-35358e4aa78e
brody,liddiard,NA,TE,06/12/1977,Colorado,BL-1100,2504005,NA,NA,NA,NA,NA
brandon,lloyd,NA,WR,07/05/1981,Illinois,BL-1200,2505600,724,NA,00-0022097,LLO154116,32013030-2d30-3032-3230-39376094ad7b
brandon,london,NA,WR,10/16/1984,Massachusetts,BL-1400,2507088,NA,NA,00-0024681,LON011720,NA
bryce,love,NA,RB,07/08/1997,Stanford,BL-1425,2562406,3259,652f0a72-8ec9-442e-b507-9d006568336d,00-0035256,LOV044766,NA
blake,mack,NA,TE,04/24/1996,Arkansas State,BM-0025,2561367,NA,NA,00-0034292,MAC000000,NA
ben,malena,NA,RB,05/29/1992,Texas A&M,BM-0075,2550371,NA,NA,00-0030958,MAL115277,NA
brandon,manumaleuna,NA,TE,01/04/1980,Arizona,BM-0100,2504600,NA,NA,00-0020342,MAN774642,00-0020342
bradley,marquez,NA,WR,12/14/1992,Texas Tech,BM-0250,2553725,NA,NA,00-0031818,MAR305700,32013030-2d30-3033-3138-3138e610cdba
brandon,marshall,NA,WR,03/23/1984,Central Florida,BM-0300,2495893,755,NA,00-0024334,MAR370922,NA
byron,marshall,NA,RB,02/13/1994,Oregon,BM-0337,2556841,NA,NA,00-0032964,MAR374249,32013030-2d30-3033-3239-3634a164d47b
baker,mayfield,NA,QB,04/14/1995,Oklahoma,BM-0650,2560800,2886,5c543f29-a034-4d87-9e85-c2964f9bf373,00-0034855,MAY483453,32013030-2d30-3033-3438-3535737060f8
ben,mccord,NA,TE,06/30/1992,Central Michigan,BM-0950,2557030,NA,NA,00-0033081,MCC546572,NA
brady,mcdonnell,NA,TE,07/24/1977,Colorado,BM-1200,2504505,NA,NA,NA,NA,NA
billy,mcmullen,NA,WR,03/08/1980,Virginia,BM-1700,2505637,NA,NA,NA,NA,NA
brandon,middleton,NA,WR,01/02/1981,Houston,BM-2100,2505780,NA,NA,NA,NA,NA
billy,miller,NA,TE,04/24/1977,USC,BM-2200,2502096,NA,NA,NA,NA,NA
braxton,miller,NA,WR,05/26/1992,Ohio State,BM-2350,2555348,NA,NA,00-0033069,MIL146472,32013030-2d30-3033-3330-36394e729430
brit,miller,NA,RB,09/15/1986,Illinois,BM-2400,NA,NA,NA,NA,NA,NA
bruce,miller,NA,RB,08/06/1987,Central Florida,BM-2600,NA,NA,NA,NA,NA,NA
brian,milne,NA,RB,01/07/1973,Penn State,BM-2800,2502121,NA,NA,NA,NA,NA
brandon,miree,NA,RB,04/14/1981,Pittsburgh,BM-3000,2505970,NA,NA,NA,NA,NA
basil,mitchell,NA,RB,09/07/1975,Texas Christian,BM-3100,2502136,NA,NA,NA,NA,NA
brian,mitchell,NA,RB,08/18/1968,Louisiana-Lafayette,BM-3300,2502139,NA,NA,NA,NA,NA
